Id,status,duration,credit_history,purpose,amount,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,age,housing,number_credits,job,people_liable,foreign_worker,credit_risk
752,2,9,4,6,1136,5,4,3,1,3,32,3,2,3,1,2,0
753,2,24,2,1,4113,2,3,2,1,4,28,1,1,3,2,2,0
754,2,6,2,0,14555,1,1,3,1,2,23,2,1,1,2,2,0
755,1,15,0,0,950,5,4,3,1,3,33,1,2,3,1,2,0
756,1,24,4,0,1199,5,4,3,1,4,60,2,2,2,2,2,0
757,1,12,0,0,1082,3,4,3,1,4,48,2,2,3,2,2,0
758,2,30,2,0,2150,3,4,2,3,2,24,2,1,3,2,2,0
759,2,36,4,0,2820,2,4,1,1,4,27,2,2,3,2,2,0
760,2,48,2,3,3060,4,4,3,1,4,28,2,2,3,2,2,0
761,1,18,2,3,2600,3,4,3,1,4,65,3,2,3,2,2,1
762,4,21,0,0,5003,3,1,2,1,4,29,2,2,3,2,2,0
763,2,60,2,6,6288,3,4,3,1,4,42,3,1,3,2,2,0
764,4,24,3,0,2538,5,4,3,1,4,47,2,2,2,1,2,1
765,4,9,2,3,1478,4,4,3,1,2,22,2,1,3,2,2,0
766,2,39,4,3,4933,4,2,3,3,2,25,2,2,3,2,2,0
767,4,18,4,0,1530,3,3,3,1,2,32,2,2,3,2,2,0
768,2,9,1,0,1437,4,2,3,1,3,29,2,1,3,2,2,0
769,1,15,2,4,1275,3,4,2,1,2,24,1,1,3,2,2,1
770,1,24,2,3,1823,1,4,3,1,2,30,2,1,4,1,2,1
771,1,9,2,0,1422,2,3,3,1,2,27,3,1,4,2,2,0
772,1,18,2,4,1217,3,4,4,1,3,47,2,1,2,2,2,1
773,1,36,2,0,9271,4,2,3,1,1,24,2,1,3,2,2,0
774,1,36,3,9,2145,4,2,3,1,1,24,2,2,3,2,2,0
775,1,36,2,0,1842,2,4,2,1,4,34,2,1,3,2,2,0
776,2,18,3,2,4297,5,4,1,1,3,40,2,1,4,2,2,0
777,1,6,4,2,3384,3,1,1,1,4,44,1,1,4,2,2,1
778,2,18,4,3,1245,3,4,4,1,2,33,2,1,3,2,2,0
779,4,15,2,6,4623,3,3,3,1,2,40,2,1,4,2,2,0
780,2,30,4,2,8386,4,2,3,1,2,49,2,1,3,2,2,0
781,1,24,3,3,1024,2,4,4,1,4,48,2,1,3,2,2,0
782,2,36,2,0,14318,5,4,3,1,2,57,3,1,4,2,2,0
783,2,6,1,6,433,2,4,2,1,2,24,1,1,3,1,2,0
784,1,12,1,3,2149,3,4,1,1,1,29,3,1,3,2,2,0
785,4,24,2,3,2397,5,3,3,1,2,35,2,2,3,2,2,0
786,2,6,1,0,931,2,1,2,1,1,32,2,1,2,2,2,0
787,2,15,3,5,1512,3,3,4,1,3,61,2,2,3,2,2,0
788,2,24,0,9,4241,3,1,3,1,4,36,2,3,2,2,2,0
789,2,24,4,2,4736,2,2,2,1,4,25,2,1,2,2,2,0
790,2,15,0,0,1778,2,2,2,1,1,26,1,2,1,2,2,0
791,3,15,2,3,2327,2,2,2,1,3,25,2,1,2,2,2,1
792,1,24,1,2,6872,2,2,1,1,1,55,2,1,3,2,2,1
793,1,12,2,6,795,2,4,2,1,4,53,2,1,3,2,2,1
794,3,30,3,9,1908,5,4,3,1,4,66,2,1,4,2,2,1
795,2,36,0,9,1953,5,4,3,1,4,61,3,1,4,2,2,0
796,3,18,2,2,2864,3,2,3,1,1,34,2,1,2,1,2,1
797,3,21,4,6,2319,2,2,1,1,1,33,1,1,3,2,2,0
798,1,24,2,0,915,5,4,2,1,2,29,2,1,3,2,2,0
799,3,24,2,0,947,4,4,3,1,3,38,3,1,3,1,2,0
800,1,24,2,0,1381,3,4,2,1,2,35,2,1,3,2,2,0
801,1,24,2,0,1285,4,4,2,1,4,32,1,1,3,2,2,0
802,1,24,2,0,1371,3,4,2,1,4,25,1,1,3,2,2,0
803,2,18,2,0,1042,3,4,2,1,2,33,2,1,3,2,2,0
804,1,12,2,0,900,3,4,4,1,2,23,2,1,3,2,2,0
805,1,24,2,0,1207,2,4,2,1,4,24,1,1,3,2,2,0
806,2,18,0,0,2278,2,3,2,1,3,28,2,2,3,2,2,0
807,1,60,3,9,6836,5,3,3,1,4,63,2,2,3,2,2,0
808,1,24,2,2,3345,5,4,3,1,2,39,1,1,4,2,2,0
809,1,6,1,6,1198,5,4,2,1,4,35,3,1,3,2,2,0
810,2,48,2,9,15672,3,2,3,1,2,23,2,1,3,2,2,0
811,1,60,2,9,7297,5,4,3,2,4,36,1,1,3,2,2,0
812,4,18,2,5,1943,2,4,2,1,4,23,2,1,3,2,2,0
813,1,18,2,3,3190,3,2,2,1,2,24,2,1,3,2,2,0
814,2,9,1,1,5129,5,2,2,1,4,74,3,1,4,1,2,1
815,4,18,3,2,1808,4,4,2,1,1,22,2,1,3,2,2,1
816,3,10,2,0,1240,5,1,2,1,4,48,3,1,2,1,2,1
817,1,12,2,0,759,4,4,3,1,2,26,2,1,3,2,2,0
818,2,8,2,2,1237,3,3,2,1,4,24,2,1,3,2,2,1
819,4,9,2,2,1980,2,2,2,2,2,19,1,2,3,2,2,0
820,2,48,2,3,10961,4,1,3,2,2,27,2,2,3,2,2,0
821,1,36,3,6,6887,3,4,3,1,3,29,2,1,3,2,2,0
822,1,24,2,3,1938,2,4,1,1,3,32,2,1,3,2,2,0
823,1,21,2,3,1835,3,3,2,1,2,25,2,2,3,2,2,0
824,1,24,3,3,1659,2,4,2,1,2,29,1,1,2,2,2,0
825,2,6,3,0,1209,1,4,3,1,4,47,2,1,4,2,2,0
826,2,48,0,9,3844,4,4,3,1,4,34,3,1,2,1,2,0
827,1,12,4,0,4843,5,3,3,2,4,43,1,2,3,2,2,0
828,2,12,2,5,639,3,4,3,1,2,30,2,1,3,2,2,0
829,2,48,2,3,5951,3,2,2,1,2,22,2,1,3,2,2,0
830,2,36,0,3,3804,3,4,2,1,1,42,2,1,3,2,2,0
831,4,36,3,3,4463,3,4,3,1,2,26,2,2,4,2,2,0
832,4,36,3,9,7980,2,4,3,1,4,27,1,2,3,2,2,1
833,3,36,2,3,4210,3,4,3,1,2,26,2,1,3,2,2,1
834,4,6,2,2,4611,2,1,2,1,4,32,2,1,3,2,2,0
835,2,24,2,1,11560,3,1,2,1,4,23,1,2,4,2,2,0
836,4,18,0,9,4165,3,2,3,1,2,36,2,2,3,1,2,1
837,2,24,2,2,4057,4,3,1,1,3,43,2,1,3,2,2,1
838,4,18,1,0,6458,5,2,3,1,4,39,2,2,4,1,2,0
839,4,12,2,0,1386,3,2,2,1,2,26,2,1,3,2,2,1
840,1,36,2,6,1977,5,4,3,1,4,40,2,1,4,2,2,0
841,2,18,4,2,1928,2,2,3,1,2,31,2,2,2,2,2,0
842,4,12,2,2,1123,3,4,2,1,4,29,1,1,2,2,2,1
843,2,24,2,10,11328,3,2,3,2,3,29,2,2,4,2,2,0
844,2,24,4,10,11938,3,2,3,2,3,39,2,2,4,1,2,0
845,2,27,4,3,2520,3,4,3,1,2,23,2,2,2,2,2,0
846,2,30,3,3,1919,2,4,3,1,3,30,2,2,4,2,2,0
847,2,60,1,10,14782,5,3,2,1,4,60,3,2,4,2,2,0
848,2,36,2,3,2671,3,4,2,2,4,50,3,1,3,2,2,0
849,2,36,2,6,12612,3,1,3,1,4,47,3,1,3,1,2,0
850,2,45,2,3,3031,3,4,3,3,4,21,1,1,3,2,2,0
851,1,12,1,3,626,3,4,2,1,4,24,2,1,2,2,2,1
852,2,24,4,9,1935,5,4,1,1,4,31,2,2,3,2,2,0
853,3,24,4,0,1344,4,4,3,1,2,37,2,2,2,1,2,1
854,4,18,2,2,1533,2,4,4,2,1,43,2,1,2,1,2,0
855,1,48,2,0,3931,4,4,3,1,4,46,3,1,3,1,2,0
856,1,24,1,2,3349,2,4,3,1,4,30,3,1,3,1,2,1
857,1,36,2,3,2302,3,4,1,1,4,31,1,1,3,2,2,0
858,1,42,2,3,3965,2,4,3,1,3,34,2,1,3,2,2,0
859,1,12,2,3,727,2,4,4,1,3,33,2,1,2,2,2,1
860,4,48,2,9,3914,3,4,1,1,2,38,2,1,3,2,2,0
861,1,48,2,9,4308,2,3,2,1,4,24,1,1,3,2,2,0
862,2,12,2,3,1534,2,1,4,1,1,23,1,1,3,2,2,0
863,4,18,4,0,2775,4,2,3,1,2,31,2,2,3,2,2,1
864,1,40,4,6,5998,3,4,3,1,3,27,2,1,3,2,2,0
865,3,15,4,3,1271,3,3,3,1,4,39,3,2,3,2,2,1
866,2,12,2,0,1295,2,3,2,1,1,25,1,1,3,2,2,1
867,2,36,2,1,9398,2,1,4,1,4,28,1,1,4,2,2,0
868,2,12,2,2,951,2,4,2,1,4,27,1,4,3,2,2,0
869,2,24,2,0,1355,2,3,2,1,4,25,2,1,2,2,2,0
870,1,48,2,4,3051,3,3,3,1,4,54,2,1,3,2,2,0
871,4,36,4,0,7855,3,4,2,1,2,25,2,2,3,2,2,0
872,4,18,2,3,433,1,3,2,2,4,22,1,1,3,2,2,0
873,4,36,3,9,9572,2,1,1,1,1,28,2,2,3,2,2,1
874,2,24,1,6,1837,4,4,2,1,4,34,3,1,2,2,2,0
875,2,30,4,0,4249,1,4,4,1,2,28,2,2,4,2,2,0
876,2,30,4,0,5234,1,4,4,1,2,28,2,2,4,2,2,0
877,1,48,2,3,6758,3,3,2,1,2,31,2,1,3,2,2,0
878,1,9,2,3,1366,2,3,2,1,4,22,1,1,3,2,2,0
879,1,24,1,10,1358,5,4,3,1,3,40,2,1,4,2,2,0
880,1,18,2,2,2473,1,4,3,1,1,25,2,1,1,2,2,0
881,3,9,0,3,1337,2,4,3,1,2,34,2,2,4,2,2,0
882,1,48,2,0,7763,5,4,3,1,4,42,3,1,4,2,2,0
883,2,15,1,0,1264,3,2,4,1,2,25,1,1,3,2,2,0
884,2,15,2,0,2631,3,2,2,1,4,28,1,2,3,2,2,0
885,2,48,2,0,6560,4,3,3,1,2,24,2,1,3,2,2,0
886,1,24,2,0,3123,2,4,2,1,1,27,2,1,3,2,2,0
887,1,36,4,6,8065,3,3,2,1,2,25,2,2,4,2,2,1
888,1,24,2,3,2439,2,4,2,1,4,35,2,1,3,2,2,0
889,2,36,2,2,9034,2,4,3,2,1,29,1,1,4,2,2,0
890,2,60,2,0,14027,4,4,3,1,2,27,2,1,4,2,2,0
891,1,36,4,1,9629,4,4,3,1,4,24,2,2,3,2,2,0
892,2,12,2,3,1484,3,2,4,1,1,25,2,1,3,2,2,0
893,1,18,2,2,1131,1,4,2,1,2,33,2,1,3,2,2,0
894,2,24,3,2,2064,1,3,2,1,2,34,2,1,4,2,2,0
895,2,18,2,1,12976,1,3,2,1,4,38,3,1,4,2,2,0
896,4,21,3,9,2580,2,4,3,1,2,41,2,1,2,1,2,0
897,4,27,2,0,2570,3,3,2,1,3,21,1,1,3,2,2,0
898,2,27,2,9,3915,3,4,3,1,2,36,2,1,3,1,2,1
899,4,10,2,0,1309,3,4,3,3,4,27,2,1,2,2,2,0
900,1,24,2,0,4817,4,2,3,2,3,31,2,1,3,2,2,1
901,1,12,2,0,2579,2,4,3,1,1,33,2,1,2,1,2,1
902,2,36,3,0,2225,5,4,3,1,4,57,3,2,3,2,2,0
903,1,18,2,2,4153,3,2,3,2,3,42,2,1,3,2,2,0
904,1,18,0,2,3114,2,1,2,1,4,26,1,1,3,2,2,0
905,1,18,4,2,2124,3,4,2,1,4,24,1,2,3,2,2,1
906,1,18,1,2,1553,3,4,3,1,3,44,2,1,3,2,2,0
907,1,30,2,2,2406,4,4,2,1,4,23,1,1,3,2,2,0
908,1,24,3,0,1333,1,4,3,1,2,43,3,2,3,1,2,0
909,1,48,0,2,7119,3,3,3,1,4,53,3,2,3,1,2,0
910,1,24,3,0,4870,3,3,3,1,4,53,3,2,3,1,2,0
911,1,12,4,0,691,5,4,3,1,3,35,2,2,3,2,2,1
912,1,42,3,3,4370,4,3,3,1,2,26,2,2,3,1,2,0
913,1,36,1,2,2746,5,4,3,1,4,31,2,1,3,2,2,0
914,1,24,0,2,4110,5,3,3,1,4,23,1,2,3,1,2,0
915,1,18,2,2,2462,3,2,3,1,2,22,2,1,3,2,2,1
916,1,12,2,2,1282,3,2,2,1,4,20,1,1,3,2,2,1
917,2,12,0,2,2969,2,4,2,1,3,25,1,2,3,2,2,0
918,1,48,0,1,4605,5,3,3,1,4,24,3,2,3,1,2,0
919,1,48,4,1,6331,5,4,3,1,4,46,3,2,3,2,2,0
920,1,24,1,2,3552,4,3,3,1,4,27,2,1,3,2,2,0
921,1,12,1,0,697,2,4,3,1,2,46,2,2,3,2,2,0
922,1,24,2,0,1442,4,4,2,1,4,23,1,2,3,2,2,0
923,1,27,0,9,5293,1,2,3,1,4,50,2,2,3,2,2,0
924,1,21,3,6,3414,2,2,3,1,1,26,2,2,3,2,2,0
925,1,18,2,2,2039,3,1,2,1,4,20,1,1,3,2,2,0
926,1,24,1,9,3161,3,4,3,1,2,31,1,1,3,2,2,0
927,1,12,2,8,902,4,4,4,1,4,21,1,1,3,2,2,0
928,1,48,2,1,10297,4,4,3,1,4,39,3,3,3,1,2,0
929,2,48,0,9,14421,3,2,3,1,2,25,2,1,3,2,2,0
930,2,18,4,0,1056,5,3,3,3,3,30,2,2,3,2,2,0
931,1,12,2,0,1274,2,3,2,1,1,37,2,1,2,2,2,0
932,2,12,2,0,1223,5,1,1,1,1,46,1,2,3,2,2,0
933,1,12,2,0,1372,4,2,1,1,3,36,2,1,3,2,2,1
934,1,16,4,0,2625,5,2,3,3,4,43,1,1,3,2,1,1
935,1,20,4,0,2235,3,4,4,3,2,33,1,2,3,2,1,0
936,2,9,2,2,959,3,1,2,1,2,29,2,1,3,2,2,0
937,2,18,4,0,884,5,4,3,1,4,36,2,1,3,1,2,0
938,2,24,2,0,1246,2,4,3,1,2,23,2,1,2,2,2,0
939,2,36,3,0,8086,5,2,3,1,4,42,2,4,4,2,2,1
940,4,48,4,0,10127,3,2,3,1,2,44,3,1,3,2,2,0
941,2,12,2,0,888,5,4,3,1,4,41,2,1,2,1,2,0
942,4,12,2,6,719,5,4,3,1,4,41,2,1,2,1,2,0
943,2,36,2,0,12389,3,1,3,1,4,37,3,1,3,2,2,0
944,1,12,2,3,709,5,4,3,1,4,57,2,1,2,2,2,0
945,2,15,1,0,6850,1,1,3,1,2,34,2,1,4,1,2,0
946,4,10,2,2,2210,3,2,3,1,2,25,1,1,2,2,2,0
947,4,30,1,1,7485,1,4,2,1,1,53,2,1,4,2,2,1
948,1,18,1,0,1442,4,4,3,1,4,32,3,2,2,1,2,0
949,4,12,4,3,797,5,4,2,1,3,33,2,1,2,1,2,1
950,2,45,4,3,4746,2,4,3,1,2,24,2,2,2,2,2,0
951,3,12,4,0,939,4,4,4,1,2,28,2,3,3,2,2,0
952,2,21,2,9,1188,5,2,2,1,4,39,2,1,3,1,2,0
953,4,48,4,1,11590,3,2,2,1,4,24,1,2,2,2,2,1
954,3,12,1,9,609,2,4,2,1,1,26,2,1,1,2,2,0
955,1,18,4,5,1190,1,2,2,1,4,55,3,3,1,1,2,0
956,2,21,2,9,2767,5,4,1,1,2,61,1,2,2,2,2,0
957,2,30,2,2,3441,3,2,2,2,4,21,1,1,3,2,2,1
958,2,30,0,9,4280,3,4,2,1,4,26,1,2,2,2,2,1
959,2,24,2,3,3092,2,3,4,1,2,22,1,1,3,2,2,0
960,4,18,2,0,6761,3,2,3,1,4,68,1,2,3,2,2,1
961,2,12,2,3,1331,2,2,3,1,1,22,2,1,3,2,2,0
962,2,54,0,9,15945,2,3,3,1,4,58,1,1,3,2,2,0
963,1,24,2,2,3234,2,4,2,1,4,23,1,1,2,2,2,0
964,2,15,2,3,802,5,4,3,1,3,37,2,1,3,1,2,0
965,2,48,2,2,9960,2,1,2,1,2,26,2,1,3,2,2,0
966,4,24,3,9,8648,2,2,3,1,2,27,2,2,3,2,2,0
967,1,18,2,3,1345,3,4,4,1,3,26,2,1,3,2,2,0
968,1,45,2,3,1845,3,4,3,1,4,23,3,1,3,2,2,0
969,1,21,1,0,1647,3,4,3,1,2,40,2,2,2,1,2,0
970,4,48,2,9,4844,1,3,3,1,2,33,1,1,4,2,2,0
971,2,27,0,9,8318,5,2,2,1,4,42,3,2,4,2,2,0
972,3,18,2,3,2100,3,4,3,2,2,37,2,1,3,2,2,0
973,1,45,0,9,11816,5,2,3,1,4,29,1,2,3,2,2,0
974,1,6,2,6,448,2,4,2,1,4,23,2,1,3,2,2,0
975,1,30,2,5,11998,2,1,1,1,1,34,2,1,2,2,2,0
976,2,48,0,10,18424,3,1,2,1,2,32,2,1,4,2,1,0
977,1,6,2,0,14896,5,1,3,1,4,68,2,1,4,2,2,0
978,2,12,2,2,2762,5,1,2,1,2,25,2,1,3,2,2,0
979,1,12,2,1,3386,5,3,3,1,4,35,3,1,3,2,2,0
980,2,24,2,3,2039,2,1,4,1,1,22,2,1,3,2,2,0
981,4,18,3,9,2169,3,4,4,1,2,28,2,1,3,2,2,1
982,2,48,4,2,5096,3,2,2,1,3,30,2,1,4,2,2,1
983,1,18,2,3,1882,3,4,2,1,4,25,1,2,3,2,2,0
984,1,48,2,3,6999,4,1,4,3,1,34,2,2,3,2,2,1
985,4,12,4,9,2292,1,4,3,1,2,42,2,2,4,2,2,0
986,1,14,2,0,8978,5,1,1,1,4,45,2,1,4,2,1,0
987,1,12,2,3,674,4,4,4,1,1,20,2,1,3,2,2,0
988,1,18,2,0,976,2,1,2,1,2,23,2,1,2,2,2,0
989,2,24,2,0,2718,3,3,2,1,4,20,1,1,2,2,2,0
990,1,18,2,6,750,1,4,2,1,1,27,2,1,1,2,2,0
991,2,24,2,1,12579,5,4,2,1,2,44,3,1,4,2,2,0
992,1,18,2,1,7511,5,1,3,1,4,51,3,1,3,1,2,0
993,1,18,4,0,3966,5,1,2,1,4,33,1,3,3,2,2,0
994,1,12,0,3,6199,3,4,3,1,2,28,1,2,3,2,2,0
995,1,24,2,3,1987,3,2,3,1,4,21,1,1,2,1,2,0
996,1,24,2,0,2303,5,4,3,2,1,45,2,1,3,2,2,0
997,4,21,4,0,12680,5,4,3,1,4,30,3,1,4,2,2,0
998,2,12,2,3,6468,1,2,3,1,1,52,2,1,4,2,2,0
999,1,30,2,2,6350,5,4,3,1,4,31,2,1,3,2,2,0
